Project;Network;Activity;Customer;WBS;Opr. short text;PM;TL;Latest Start Date;Latest Start Week;Latest Finish Date;Latest Finish Week;Activity Code;Original Finish Date;Latest Finish Day;Activity Description;Actual work;Work;Work Center;WBS Type
P.0026054;P.0026054;1227;PAGNIFIQUE MEXICANA SA DE CV;P.0026054.07.901.001;ENG ILC ENG Mechanical (Overall);H.S. Breider;B.A. Nieuwkerk;20240405;14;20250710;28;IM;20250417;Thursday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0026054;P.0026054;1235;PAGNIFIQUE MEXICANA SA DE CV;P.0026054.07.906;Eng SW Testing;H.S. Breider;B.A. Nieuwkerk;20250206;06;20250307;10;ST;20250124;Friday;S.W. Testing;                                                                                              5.000;                                                                                                8.0;140;ST
P.0026054;P.0026054;1255;PAGNIFIQUE MEXICANA SA DE CV;P.0026054.08.901;Eng Mechanical overall;H.S. Breider;B.A. Nieuwkerk;20240405;14;20250321;12;EM;20250207;Friday;Engineering Mechanical;                                                                                              2.000;                                                                                                1.6;110PPD;EM
P.0026054;P.0026054;1262;PAGNIFIQUE MEXICANA SA DE CV;P.0026054.08.901.001;ENG ILC ENG Mechanical (Overall);H.S. Breider;B.A. Nieuwkerk;20240405;14;20250710;28;IM;20250417;Thursday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0026054;P.0026054;1270;PAGNIFIQUE MEXICANA SA DE CV;P.0026054.08.906;Eng SW Testing;H.S. Breider;B.A. Nieuwkerk;20250206;06;20250307;10;ST;20250124;Friday;S.W. Testing;                                                                                              5.000;                                                                                                8.0;140;ST
P.0026054;P.0026054;1290;PAGNIFIQUE MEXICANA SA DE CV;P.0026054.09.901;Eng Mechanical overall;H.S. Breider;B.A. Nieuwkerk;20240405;14;20250321;12;EM;20250207;Friday;Engineering Mechanical;                                                                                              0.000;                                                                                                1.6;110PPD;EM
P.0026054;P.0026054;1297;PAGNIFIQUE MEXICANA SA DE CV;P.0026054.09.901.001;ENG ILC ENG Mechanical (Overall);H.S. Breider;B.A. Nieuwkerk;20240405;14;20250710;28;IM;20250417;Thursday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0026054;P.0026054;1305;PAGNIFIQUE MEXICANA SA DE CV;P.0026054.09.906;Eng SW Testing;H.S. Breider;B.A. Nieuwkerk;20250206;06;20250307;10;ST;20250124;Friday;S.W. Testing;                                                                                              2.000;                                                                                                8.0;140;ST
P.0026054;P.0026054;1326;PAGNIFIQUE MEXICANA SA DE CV;P.0026054.10.901;Eng Mechanical overall;H.S. Breider;B.A. Nieuwkerk;20240405;14;20250314;11;EM;20250131;Friday;Engineering Mechanical;                                                                                              0.000;                                                                                                5.6;110PPD;EM
P.0026054;P.0026054;1333;PAGNIFIQUE MEXICANA SA DE CV;P.0026054.10.901.001;ENG ILC ENG Mechanical (Overall);H.S. Breider;B.A. Nieuwkerk;20240405;14;20250314;11;IM;20250131;Friday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0026054;P.0026054;1341;PAGNIFIQUE MEXICANA SA DE CV;P.0026054.10.906;Eng SW Testing;H.S. Breider;B.A. Nieuwkerk;20250217;08;20250228;09;ST;20250117;Friday;S.W. Testing;                                                                                              1.000;                                                                                                8.3;140;ST
P.0026054;P.0026054;1354;PAGNIFIQUE MEXICANA SA DE CV;P.0026054.10.912;ENG Safety PLC Testing URM_CO RELAIS REP;H.S. Breider;B.A. Nieuwkerk;20250217;08;20250228;09;HT;20250117;Friday;Hardware Testing;                                                                                              0.000;                                                                                                1.0;120;CH
P.0026054;P.0026054;1414;PAGNIFIQUE MEXICANA SA DE CV;P.0026054.11.901.001;ENG ILC ENG Mechanical (Overall);H.S. Breider;G. Fransen/G.M. Verwaal;20240405;14;20250321;12;IM;20250207;Friday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0026054;P.0026054;1469;PAGNIFIQUE MEXICANA SA DE CV;P.0026054.12.901.001;ENG ILC ENG Mechanical (Overall);H.S. Breider;G. Fransen/G.M. Verwaal;20240405;14;20250328;13;IM;20250207;Friday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0026054;P.0026054;1531;PAGNIFIQUE MEXICANA SA DE CV;P.0026054.13.901.001;ENG ILC ENG Mechanical (Overall);H.S. Breider;G. Fransen/G.M. Verwaal;20240405;14;20250328;13;IM;20250207;Friday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0026054;P.0026054;1579;PAGNIFIQUE MEXICANA SA DE CV;P.0026054.14.901.001;ENG ILC ENG Mechanical (Overall);H.S. Breider;G. Fransen/G.M. Verwaal;20240405;14;20250328;13;IM;20250207;Friday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0026054;P.0026054;1634;PAGNIFIQUE MEXICANA SA DE CV;P.0026054.15.901.001;ENG ILC ENG Mechanical (Overall);H.S. Breider;G. Fransen/G.M. Verwaal;20240405;14;20250328;13;IM;20250207;Friday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0026054;P.0026054;1682;PAGNIFIQUE MEXICANA SA DE CV;P.0026054.16.901.001;ENG ILC ENG Mechanical (Overall);H.S. Breider;G. Fransen/G.M. Verwaal;20240405;14;20250328;13;IM;20250207;Friday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0026054;P.0026054;1728;PAGNIFIQUE MEXICANA SA DE CV;P.0026054.17.901.001;ENG ILC ENG Mechanical (Overall);H.S. Breider;G. Fransen/G.M. Verwaal;20240405;14;20250710;28;IM;20250417;Thursday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0026054;P.0026054;1748;PAGNIFIQUE MEXICANA SA DE CV;P.0026054.18.901.001;ENG ILC ENG Mechanical (Overall);H.S. Breider;G. Fransen/G.M. Verwaal;20240405;14;20250321;12;IM;20250207;Friday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0026054;P.0026054;1794;PAGNIFIQUE MEXICANA SA DE CV;P.0026054.19.901.001;ENG ILC ENG Mechanical (Overall);H.S. Breider;G. Fransen/G.M. Verwaal;20240405;14;20250710;28;IM;20250417;Thursday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0026054;P.0026054;1833;PAGNIFIQUE MEXICANA SA DE CV;P.0026054.20.901.001;ENG ILC ENG Mechanical (Overall);H.S. Breider;G. Fransen/G.M. Verwaal;20240405;14;20250710;28;IM;20250417;Thursday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0026054;P.0026054;1902;PAGNIFIQUE MEXICANA SA DE CV;P.0026054.21.901.001;ENG ILC ENG Mechanical (Overall);H.S. Breider;G. Fransen/G.M. Verwaal;20240405;14;20250207;06;IM;20250117;Friday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0026054;P.0026054;1933;PAGNIFIQUE MEXICANA SA DE CV;P.0026054.22.901.001;ENG ILC ENG Mechanical (Overall);H.S. Breider;G. Fransen/G.M. Verwaal;20240405;14;20250404;14;IM;20250207;Friday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0026067;P.0026067;0234;VANDEMOORTELE BAKERY PRODUCTS;P.0026067.01.901;SR (Safety Review);H.S. Breider;G. Fransen/G.M. Verwaal;20240719;29;20250117;03;SR;20250117;Friday;Safety Review;                                                                                              0.000;                                                                                                0.0;110PAS;EM
P.0026067;P.0026067;0229;VANDEMOORTELE BAKERY PRODUCTS;P.0026067.01.901;Customer Drawing & Risk Analysis;H.S. Breider;G. Fransen/G.M. Verwaal;20240722;30;20250124;04;CD;20250124;Friday;Customer Drawing & Risk Analysis;                                                                                             11.400;                                                                                               15.6;110PAS;EM
P.0026067;P.0026067;0228;VANDEMOORTELE BAKERY PRODUCTS;P.0026067.01.901;Eng Mechanical overall;H.S. Breider;G. Fransen/G.M. Verwaal;20240719;29;20250228;09;EM;20250214;Friday;Engineering Mechanical;                                                                                             64.300;                                                                                               24.9;110PAS;EM
P.0026067;P.0026067;0235;VANDEMOORTELE BAKERY PRODUCTS;P.0026067.01.901.001;ENG ILC ENG Mechanical (Overall);H.S. Breider;G. Fransen/G.M. Verwaal;20240719;29;20250523;21;IM;20250523;Friday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0026067;P.0026067;0243;VANDEMOORTELE BAKERY PRODUCTS;P.0026067.01.906;Eng SW Testing;H.S. Breider;G. Fransen/G.M. Verwaal;20250217;08;20250228;09;ST;20250214;Friday;S.W. Testing;                                                                                              0.000;                                                                                               67.2;140;ST
P.0026067;P.0026067;0253;VANDEMOORTELE BAKERY PRODUCTS;P.0026067.01.912;ENG Safety PLC Testing URM_CO_CONTROLS;H.S. Breider;G. Fransen/G.M. Verwaal;20250217;08;20250228;09;HT;20250214;Friday;Hardware Testing;                                                                                              0.000;                                                                                                8.7;120;CH
P.0026067;P.0026067;0283;VANDEMOORTELE BAKERY PRODUCTS;P.0026067.02.901;Eng Mechanical overall;H.S. Breider;G. Fransen/G.M. Verwaal;20240719;29;20250314;11;EM;20250307;Friday;Engineering Mechanical;                                                                                              4.530;                                                                                                2.6;110PAS;EM
P.0026067;P.0026067;0290;VANDEMOORTELE BAKERY PRODUCTS;P.0026067.02.901.001;ENG ILC ENG Mechanical (Overall);H.S. Breider;G. Fransen/G.M. Verwaal;20240719;29;20250314;11;IM;20250307;Friday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0026067;P.0026067;0444;VANDEMOORTELE BAKERY PRODUCTS;P.0026067.03.901;Eng Mechanical overall;H.S. Breider;G. Fransen/G.M. Verwaal;20240719;29;20250228;09;EM;20250228;Friday;Engineering Mechanical;                                                                                              2.370;                                                                                                9.7;110PAS;EM
P.0026067;P.0026067;0451;VANDEMOORTELE BAKERY PRODUCTS;P.0026067.03.901.001;ENG ILC ENG Mechanical (Overall);H.S. Breider;G. Fransen/G.M. Verwaal;20240719;29;20250523;21;IM;20250523;Friday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0026067;P.0026067;0459;VANDEMOORTELE BAKERY PRODUCTS;P.0026067.03.906;Eng SW Testing;H.S. Breider;G. Fransen/G.M. Verwaal;20250224;09;20250228;09;ST;20250228;Friday;S.W. Testing;                                                                                              0.000;                                                                                               64.2;140;ST
P.0026067;P.0026067;0469;VANDEMOORTELE BAKERY PRODUCTS;P.0026067.03.912;ENG Safety PLC Testing URM_CO_CONTROLS;H.S. Breider;G. Fransen/G.M. Verwaal;20250224;09;20250228;09;HT;20250228;Friday;Hardware Testing;                                                                                              0.000;                                                                                                8.2;120;CH
P.0026067;P.0026067;0493;VANDEMOORTELE BAKERY PRODUCTS;P.0026067.04.901;Eng Mechanical overall;H.S. Breider;G. Fransen/G.M. Verwaal;20240719;29;20250307;10;EM;20250221;Friday;Engineering Mechanical;                                                                                              0.000;                                                                                                2.6;110PAS;EM
P.0026067;P.0026067;0500;VANDEMOORTELE BAKERY PRODUCTS;P.0026067.04.901.001;ENG ILC ENG Mechanical (Overall);H.S. Breider;G. Fransen/G.M. Verwaal;20240719;29;20250307;10;IM;20250221;Friday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0026082;P.0026082;0144;EUROPASTRY S.A.;P.0026082.01.901.001;ENG ILC ENG Mechanical (Overall);H.S. Breider;G. Fransen/G.M. Verwaal;20230313;11;20250131;05;IM;20250117;Friday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0026082;P.0026082;0151;EUROPASTRY S.A.;P.0026082.01.906;Eng SW Testing;H.S. Breider;G. Fransen/G.M. Verwaal;20250203;06;20250203;06;ST;20250120;Monday;S.W. Testing;                                                                                              0.000;                                                                                                0.9;140;ST
P.0026082;P.0026082;0155;EUROPASTRY S.A.;P.0026082.01.912;ENG Safety PLC Testing URM_CO_CONTROLS;H.S. Breider;G. Fransen/G.M. Verwaal;20250203;06;20250203;06;HT;20250117;Monday;Hardware Testing;                                                                                              0.000;                                                                                                2.1;120;CH
P.0026123;P.0026123;0081;PASTISART S.A.;P.0026123.01.001;ENG URM_CH CHUNKER 3 BLADES SLH;H.S. Breider;G. Fransen/G.M. Verwaal;20250409;15;20250416;16;EN;20250314;Wednesday;Engineering;                                                                                              0.000;                                                                                                0.4;110PAS;61
P.0026123;P.0026123;0087;PASTISART S.A.;P.0026123.01.002;ENG URM_EX EXTRUDER 3-ROLL YEAST;H.S. Breider;G. Fransen/G.M. Verwaal;20250402;14;20250411;15;EN;20250314;Friday;Engineering;                                                                                              2.500;                                                                                               20.9;110PAS;01
P.0026123;P.0026123;0094;PASTISART S.A.;P.0026123.01.003;ENG URM_TB INFEED CONVEYOR S1 NON FAT WW;H.S. Breider;G. Fransen/G.M. Verwaal;20250404;14;20250411;15;EN;20250314;Friday;Engineering;                                                                                              0.000;                                                                                                1.9;110PAS;01
P.0026123;P.0026123;0113;PASTISART S.A.;P.0026123.01.006;ENG URM_SR SIDE COMPACTING ROLLERS;H.S. Breider;G. Fransen/G.M. Verwaal;20250324;13;20250331;14;EN;20250228;Monday;Engineering;                                                                                              1.500;                                                                                                0.4;110PAS;61
P.0026123;P.0026123;0119;PASTISART S.A.;P.0026123.01.007;ENG URM_QR QUICK REDUCER LEWW1000;H.S. Breider;G. Fransen/G.M. Verwaal;20250324;13;20250331;14;EN;20250228;Monday;Engineering;                                                                                              0.160;                                                                                                0.4;110PAS;62
P.0026123;P.0026123;0125;PASTISART S.A.;P.0026123.01.008;ENG URM_TB INTERM CNV S1 CR FAT;H.S. Breider;G. Fransen/G.M. Verwaal;20250404;14;20250411;15;EN;20250314;Friday;Engineering;                                                                                              1.000;                                                                                                7.2;110PAS;01
P.0026123;P.0026123;0151;PASTISART S.A.;P.0026123.01.012;ENG Dough measurement;H.S. Breider;G. Fransen/G.M. Verwaal;20250428;18;20250505;19;EN;20250404;Monday;Engineering;                                                                                              0.000;                                                                                                6.4;110PAS;01
P.0026123;P.0026123;0158;PASTISART S.A.;P.0026123.01.013;ENG Integracion bomba de grasa;H.S. Breider;G. Fransen/G.M. Verwaal;20250404;14;20250411;15;EN;20250314;Friday;Engineering;                                                                                              5.000;                                                                                                3.2;110PAS;01
P.0026123;P.0026123;0177;PASTISART S.A.;P.0026123.01.017;ENG URM_PR PRESSURE ROLLER NON DRIVEN;H.S. Breider;G. Fransen/G.M. Verwaal;20250324;13;20250331;14;EN;20250228;Monday;Engineering;                                                                                              0.000;                                                                                                0.4;110PAS;61
P.0026123;P.0026123;0183;PASTISART S.A.;P.0026123.01.018;ENG URM_QR QUICK REDUCER LEWW1000;H.S. Breider;G. Fransen/G.M. Verwaal;20250324;13;20250331;14;EN;20250228;Monday;Engineering;                                                                                              0.160;                                                                                                0.4;110PAS;62
P.0026123;P.0026123;0189;PASTISART S.A.;P.0026123.01.019;ENG URM_LP LAPPER;H.S. Breider;G. Fransen/G.M. Verwaal;20250409;15;20250416;16;EN;20250314;Wednesday;Engineering;                                                                                              0.000;                                                                                                0.4;110PAS;61
P.0026123;P.0026123;0195;PASTISART S.A.;P.0026123.01.020;ENG URM_TB INFEED CONVEYOR QR-GS-CS LEWW;H.S. Breider;G. Fransen/G.M. Verwaal;20250404;14;20250411;15;EN;20250314;Friday;Engineering;                                                                                              4.000;                                                                                                1.9;110PAS;01
P.0026123;P.0026123;0214;PASTISART S.A.;P.0026123.01.023;ENG URM_QR QR WITH PRESS ROL LEWW1000;H.S. Breider;G. Fransen/G.M. Verwaal;20250402;14;20250409;15;EN;20250307;Wednesday;Engineering;                                                                                              0.170;                                                                                                0.4;110PAS;62
P.0026123;P.0026123;0220;PASTISART S.A.;P.0026123.01.024;ENG URM_RR RETRACT-RECIPROCATING SYSTEM;H.S. Breider;G. Fransen/G.M. Verwaal;20250403;14;20250410;15;EN;20250310;Thursday;Engineering;                                                                                              2.500;                                                                                                0.4;110PAS;62
P.0026123;P.0026123;0226;PASTISART S.A.;P.0026123.01.025;ENG URM_RC ROTARY LENGTH CUTTER;H.S. Breider;G. Fransen/G.M. Verwaal;20250403;14;20250410;15;EN;20250310;Thursday;Engineering;                                                                                              0.000;                                                                                                0.4;110PAS;61
P.0026123;P.0026123;0232;PASTISART S.A.;P.0026123.01.026;ENG URM_TB INFEED CONVEYOR QR-GS-CS LEWW;H.S. Breider;G. Fransen/G.M. Verwaal;20250401;14;20250408;15;EN;20250311;Tuesday;Engineering;                                                                                              1.500;                                                                                                1.9;110PAS;01
P.0026123;P.0026123;0251;PASTISART S.A.;P.0026123.01.029;ENG URM_QR QR WITH PRESS ROL LEWW1000;H.S. Breider;G. Fransen/G.M. Verwaal;20250402;14;20250409;15;EN;20250307;Wednesday;Engineering;                                                                                              3.000;                                                                                                4.0;110PAS;62
P.0026123;P.0026123;0257;PASTISART S.A.;P.0026123.01.030;ENG URM_RS RESTING COOLING SYSTEM;H.S. Breider;G. Fransen/G.M. Verwaal;20250310;11;20250404;14;EN;20250307;Friday;Engineering;                                                                                             11.000;                                                                                               97.2;110PAS;69
P.0026123;P.0026123;0263;PASTISART S.A.;P.0026123.01.031;ENG Platform engineering;H.S. Breider;G. Fransen/G.M. Verwaal;20250321;12;20250403;14;EN;20250404;Thursday;Engineering;                                                                                             16.080;                                                                                               32.0;110PAS;01
P.0026123;P.0026123;0270;PASTISART S.A.;P.0026123.01.032;ENG Isolatie engineering;H.S. Breider;G. Fransen/G.M. Verwaal;20250325;13;20250403;14;EN;20250404;Thursday;Engineering;                                                                                             11.000;                                                                                               19.2;110PAS;01
P.0026123;P.0026123;0277;PASTISART S.A.;P.0026123.01.033;ENG Verdampers engineering;H.S. Breider;G. Fransen/G.M. Verwaal;20250325;13;20250403;14;EN;20250404;Thursday;Engineering;                                                                                              1.500;                                                                                               12.8;110PAS;01
P.0026123;P.0026123;0284;PASTISART S.A.;P.0026123.01.034;ENG URM_TB INTERM CNV TBRE LEWW1000;H.S. Breider;G. Fransen/G.M. Verwaal;20250401;14;20250408;15;EN;20250311;Tuesday;Engineering;                                                                                              4.000;                                                                                                1.9;110PAS;01
P.0026123;P.0026123;0309;PASTISART S.A.;P.0026123.01.038;ENG URM_QR QUICK REDUCER LEWW1000;H.S. Breider;G. Fransen/G.M. Verwaal;20250402;14;20250409;15;EN;20250307;Wednesday;Engineering;                                                                                              0.170;                                                                                                0.4;110PAS;62
P.0026123;P.0026123;0315;PASTISART S.A.;P.0026123.01.039;ENG URM_TB INTERM CONV QR GS LEWW1000 CR;H.S. Breider;G. Fransen/G.M. Verwaal;20250401;14;20250408;15;EN;20250311;Tuesday;Engineering;                                                                                              2.500;                                                                                                1.9;110PAS;01
P.0026123;P.0026123;0334;PASTISART S.A.;P.0026123.01.042;ENG URM_CR CROSS ROLLER LEWW1200;H.S. Breider;G. Fransen/G.M. Verwaal;20250324;13;20250331;14;EN;20250228;Monday;Engineering;                                                                                              0.170;                                                                                                0.4;110PAS;61
P.0026123;P.0026123;0340;PASTISART S.A.;P.0026123.01.043;ENG URM_RC SIDE TRIM CUTTER;H.S. Breider;G. Fransen/G.M. Verwaal;20250328;13;20250404;14;EN;20250228;Friday;Engineering;                                                                                              0.000;                                                                                                0.4;110PAS;02
P.0026123;P.0026123;0347;PASTISART S.A.;P.0026123.01.044;ENG URM_BR BRUSH SIDE TRIM REMOVAL SET S;H.S. Breider;G. Fransen/G.M. Verwaal;20250402;14;20250409;15;EN;20250307;Wednesday;Engineering;                                                                                              0.000;                                                                                                0.2;110PAS;61
P.0026123;P.0026123;0353;PASTISART S.A.;P.0026123.01.045;ENG URM_GS GAUGING STATION LEWW1000;H.S. Breider;G. Fransen/G.M. Verwaal;20250402;14;20250409;15;EN;20250307;Wednesday;Engineering;                                                                                              0.170;                                                                                                0.4;110PAS;62
P.0026123;P.0026123;0359;PASTISART S.A.;P.0026123.01.046;ENG URM_TB INTERM CNV LEWW1000;H.S. Breider;G. Fransen/G.M. Verwaal;20250408;15;20250415;16;EN;20250311;Tuesday;Engineering;                                                                                              1.000;                                                                                                1.9;110PAS;01
P.0026123;P.0026123;0384;PASTISART S.A.;P.0026123.01.050;ENG URM_GS GAUGING STATION LEWW1000;H.S. Breider;G. Fransen/G.M. Verwaal;20250402;14;20250409;15;EN;20250307;Wednesday;Engineering;                                                                                              0.170;                                                                                                0.4;110PAS;62
P.0026123;P.0026123;0390;PASTISART S.A.;P.0026123.01.051;ENG URM_BM BRUSH MODULE;H.S. Breider;G. Fransen/G.M. Verwaal;20250324;13;20250331;14;EN;20250228;Monday;Engineering;                                                                                              0.830;                                                                                                2.8;110PAS;61
P.0026123;P.0026123;0398;PASTISART S.A.;P.0026123.01.901;Drive Scheme;H.S. Breider;G. Fransen/G.M. Verwaal;20241111;46;20250221;08;DS;20250221;Friday;Drive Scheme;                                                                                              4.500;                                                                                               25.6;110PAS;EM
P.0026123;P.0026123;0402;PASTISART S.A.;P.0026123.01.901;SR (Safety Review);H.S. Breider;G. Fransen/G.M. Verwaal;20241108;45;20250725;30;SR;20250725;Friday;Safety Review;                                                                                              0.000;                                                                                                0.0;110PAS;EM
P.0026123;P.0026123;0397;PASTISART S.A.;P.0026123.01.901;Customer Drawing & Risk Analysis;H.S. Breider;G. Fransen/G.M. Verwaal;20241111;46;20250704;27;CD;20250704;Friday;Customer Drawing & Risk Analysis;                                                                                             18.000;                                                                                               32.0;110PAS;EM
P.0026123;P.0026123;0396;PASTISART S.A.;P.0026123.01.901;Eng Mechanical overall;H.S. Breider;G. Fransen/G.M. Verwaal;20241108;45;20251017;42;EM;20250822;Friday;Engineering Mechanical;                                                                                             19.000;                                                                                               51.2;110PAS;EM
P.0026123;P.0026123;0403;PASTISART S.A.;P.0026123.01.901.001;ENG ILC ENG Mechanical (Overall);H.S. Breider;G. Fransen/G.M. Verwaal;20241108;45;20251128;48;IM;20251120;Friday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0026123;P.0026123;0404;PASTISART S.A.;P.0026123.01.902;Eng SW Development;H.S. Breider;G. Fransen/G.M. Verwaal;20241108;45;20250727;30;SD;20250720;Sunday;Engineering Software;                                                                                              7.500;                                                                                              157.4;130;SD
P.0026123;P.0026123;0411;PASTISART S.A.;P.0026123.01.906;Eng SW Testing;H.S. Breider;G. Fransen/G.M. Verwaal;20250811;33;20250905;36;ST;20250815;Friday;S.W. Testing;                                                                                              0.000;                                                                                              115.1;140;ST
P.0026123;P.0026123;0414;PASTISART S.A.;P.0026123.01.911;ENG URM_ME ELECTRICAL CABINET;H.S. Breider;G. Fransen/G.M. Verwaal;20250411;15;20250418;16;EN;20250314;Friday;Engineering;                                                                                              0.000;                                                                                                0.9;110PAS;6E
P.0026123;P.0026123;0420;PASTISART S.A.;P.0026123.01.912;ENG URM_CO CONTROLS SLH;H.S. Breider;G. Fransen/G.M. Verwaal;20250227;09;20250411;15;EN;20250314;Friday;Engineering;                                                                                             38.960;                                                                                              188.9;120;CH
P.0026123;P.0026123;0422;PASTISART S.A.;P.0026123.01.912;ENG Safety PLC Testing URM_CO CONTROLS S;H.S. Breider;G. Fransen/G.M. Verwaal;20250811;33;20251010;41;HT;20250815;Friday;Hardware Testing;                                                                                              0.000;                                                                                               18.9;120;CH
P.0026123;P.0026123;0426;PASTISART S.A.;P.0026123.01.913;ENG URM_ME CABLE TRUNKING & HMI HOUSING;H.S. Breider;G. Fransen/G.M. Verwaal;20250327;13;20250411;15;EN;20250314;Friday;Engineering;                                                                                              0.000;                                                                                               38.9;110PAS;CT
P.0026123;P.0026123;0543;PASTISART S.A.;P.0026123.02.001;ENG URM_TB BASE CUTTING AND SPREADING MO;H.S. Breider;G. Fransen/G.M. Verwaal;20250307;10;20250318;12;EN;20250207;Tuesday;Engineering;                                                                                              6.000;                                                                                               14.4;110PAS;61
P.0026123;P.0026123;0549;PASTISART S.A.;P.0026123.02.002;ENG URM_RC CUTTING KNIVES HINGED;H.S. Breider;G. Fransen/G.M. Verwaal;20250311;11;20250318;12;EN;20250207;Tuesday;Engineering;                                                                                              1.000;                                                                                                1.9;110PAS;61
P.0026123;P.0026123;0562;PASTISART S.A.;P.0026123.02.004;ENG URM_TB CUTTING CONVEYOR;H.S. Breider;G. Fransen/G.M. Verwaal;20250408;15;20250415;16;EN;20250207;Tuesday;Engineering;                                                                                              1.500;                                                                                                1.8;110PAS;61
P.0026123;P.0026123;0582;PASTISART S.A.;P.0026123.02.007;ENG URM_TB OUTFEED CONV ROTATE AND ALIGN;H.S. Breider;G. Fransen/G.M. Verwaal;20250318;12;20250325;13;EN;20250207;Tuesday;Engineering;                                                                                              1.500;                                                                                                1.8;110PAS;61
P.0026123;P.0026123;0589;PASTISART S.A.;P.0026123.02.008;ENG URM_PP ARTISAN UNIT;H.S. Breider;G. Fransen/G.M. Verwaal;20250303;10;20250328;13;EN;20250221;Friday;Engineering;                                                                                             22.600;                                                                                               90.0;110PAS;06
P.0026123;P.0026123;0596;PASTISART S.A.;P.0026123.02.009;ENG URM_TB DEPOSITING CONVEYOR;H.S. Breider;G. Fransen/G.M. Verwaal;20250314;11;20250325;13;EN;20250207;Tuesday;Engineering;                                                                                             16.500;                                                                                               14.4;110PAS;61
P.0026123;P.0026123;0603;PASTISART S.A.;P.0026123.02.010;ENG URM_PP TRAVELLING DEPOSITOR BRIDGE C;H.S. Breider;G. Fransen/G.M. Verwaal;20250305;10;20250318;12;EN;20250207;Tuesday;Engineering;                                                                                              3.000;                                                                                               28.8;110PAS;62
P.0026123;P.0026123;0615;PASTISART S.A.;P.0026123.02.012;ENG URM_MM V-MOULDER;H.S. Breider;G. Fransen/G.M. Verwaal;20250228;09;20250321;12;EN;20250211;Friday;Engineering;                                                                                             24.000;                                                                                               63.0;110PAS;62
P.0026123;P.0026123;0628;PASTISART S.A.;P.0026123.02.014;ENG URM_MM MOULDING UNIT OPEN ENDS;H.S. Breider;G. Fransen/G.M. Verwaal;20250304;10;20250319;12;EN;20250212;Wednesday;Engineering;                                                                                             14.730;                                                                                               39.6;110PAS;02
P.0026123;P.0026123;0642;PASTISART S.A.;P.0026123.02.016;ENG URM_FB FIRST MODULAR BEND UNIT;H.S. Breider;G. Fransen/G.M. Verwaal;20250306;10;20250319;12;EN;20250212;Wednesday;Engineering;                                                                                              0.500;                                                                                               28.8;110PAS;02
P.0026123;P.0026123;0656;PASTISART S.A.;P.0026123.02.018;ENG URM_PU MODULAR PINCH UNIT;H.S. Breider;G. Fransen/G.M. Verwaal;20250224;09;20250319;12;EN;20250212;Wednesday;Engineering;                                                                                              5.250;                                                                                               72.0;110PAS;02
P.0026123;P.0026123;0663;PASTISART S.A.;P.0026123.02.019;ENG URM_TU TURNING PINS;H.S. Breider;G. Fransen/G.M. Verwaal;20250321;12;20250328;13;EN;20250221;Friday;Engineering;                                                                                              2.500;                                                                                                0.2;110PAS;02
P.0026123;P.0026123;0670;PASTISART S.A.;P.0026123.02.020;ENG URM_TB OUTFEED CONVEYOR CL;H.S. Breider;G. Fransen/G.M. Verwaal;20250306;10;20250325;13;EN;20250221;Tuesday;Engineering;                                                                                              2.000;                                                                                               54.0;110PAS;61
P.0026123;P.0026123;0677;PASTISART S.A.;P.0026123.02.021;ENG URM_TB TRANSFER CONVEYOR LEWW1200;H.S. Breider;G. Fransen/G.M. Verwaal;20250314;11;20250325;13;EN;20250221;Tuesday;Engineering;                                                                                              9.220;                                                                                               20.9;110PAS;61
